text,label,label_name,source,sarcasm_type,hate_type
হাংকির পুলারে পুটকিমারা হোক,1,Explicit Hateful,BD_SHS,None,Abusive
হিতারার মার হেডার অনুষ্ঠান,1,Explicit Hateful,BD_SHS,None,Abusive
শালারে পাইলে দাড় করাইয়া চুদতাম পরে শালার পুলিশ,1,Explicit Hateful,BD_SHS,None,Offensive
বাংলা একাডেমি এতো কষ্ট করে ঈদকে ইদ বানাইলো তাও সবাই ঈদ নিয়ে পরে আছে,2,Implicit Hateful,BenSarc,Irony,None
তিন কুত্তা আর একরেটন্নি অযথা ঘেউ ঘেউ হরছে। এদেশের স্বাধীন হ‌ইছে মূর্তি টাঙ্গানোর জিন্যে নয় । হিন্দু মুসলীম বৌদ্ধ খৃষ্ঠান এই বাংলায় সবাই স্বাধীন ।,1,Explicit Hateful,BIDWESH,None,Offensive
খানকির পোলা সিফাত তর মেয়েরে চুদি,1,Explicit Hateful,BD_SHS,None,Abusive
ইনু খান ডায়েরিয়া থেকে মুক্তি পান।ইনু ডায়েরিয়ার একটি বিশ্বস্ত আস্তা,0,Not Hateful,BD_SHS,None,Non-hateful
চট্টগ্রাম সিআরবি নিয়ে একটা প্রতিবেদন করুন চট্টগ্রামের ফুসফুসকে বাঁচান।,0,Not Hateful,BenSarc,None,Non-hateful
সাকিব ভাই আমরা আছি তুমার পাশে তুমাকে অনেক মিস করবো ভাই পাপন শালার পুতকে যদি সামনে পাইতাম। তাকে জুতা দিয়ে মারতাম বাংলাদেশ টিমটাকে সে ধংসের দিকে ঠেলে দিছে,1,Explicit Hateful,BD_SHS,None,Offensive
জন্মের থেকে বড় কোন শুরু নেই ।,0,Not Hateful,BenSarc,None,Non-hateful
আমি আগেই ফেসবুকে শেয়ার দিয়ে বলছিলাম বাংলাদেশের শিল্পী দরকার নেই ইন্ডিয়াতে ইন্ডিয়াতে অনেক নামী করা আমাদের শিল্পী রয়েছে কুমার শাওন,0,Not Hateful,BD_SHS,None,Non-hateful
"এসব ভালো পূণ্যের কাজ শুধু ছাত্রলীগের দ্বারাই সম্ভব,ওরাই পারে এমন আবালগিরি করতে ।",2,Implicit Hateful,BenSarc,Sarcasm,None
টিনের চালে কাউয়্যা তুমি আমার সাউয়্যা ।,2,Implicit Hateful,BenSarc,Sarcasm,None
"আকরাম খান, রফিক, নাননু ভাই, আরও অনেক যারা কৃিকেটে এত টাকা পায়নি।আজকে যারা অনেক টাকার মালিক হয়েগেচে।তারা দেশ ও মানুষের মুল্য বুঝেনা।",0,Not Hateful,BD_SHS,None,Non-hateful
বেয়াদব কখনো শিল্পী হতে পারেনা । শিল্পী হতে চাইলে আপনাকে প্রথমে বিনয়ী হতে হবে ।,0,Not Hateful,BenSarc,None,Non-hateful
শালার বাচ্চা মহিলার ব্যপারে মহিলাদের ইত বলা উচিৎ তোর কি,1,Explicit Hateful,BD_SHS,None,Abusive
পাতা খাইয়ে দেখেন এমনেই উড়বেন তাও আবার মহাকাশে,2,Implicit Hateful,BanglaSarc3,Humor,None
বলদ চুদা তাসকিন,1,Explicit Hateful,BD_SHS,None,Abusive
পাবনা মানুষিক হাসপাতালের দারোয়ানকে বরখাস্ত করা হয়েছে তার ভুলে এই পাগল পালিয়ে এসেছে,2,Implicit Hateful,BanglaSarc3,Sarcasm,None
সালা ঠিক মত ঠেলতে পারে না মিনিট পর মাল আউট হয়ে গেলো � �����������,1,Explicit Hateful,BD_SHS,None,Offensive
শালার পুত মুখে লাগাম দিয়া কথা বল লজ্জা করে না তর বাপের বয়সের একজন দারিয়ালা আলেম কে গালাগাল করস,1,Explicit Hateful,BD_SHS,None,Offensive
সবাই ধীরে সুস্থে গালাগালি করুন । ধাক্কাধাক্কি করবেন না । সামাজিক দূরত্ব বজায় রেখে গালাগালি করুন ।,2,Implicit Hateful,BenSarc,Irony,None
আমিতো অল্রেডি বাসায়,0,Not Hateful,BenSarc,None,Non-hateful
গরুর সাথে নারীর তুলনা । গ্রেট,2,Implicit Hateful,BenSarc,Sarcasm,None
দুজন এক হলে সাকিবেরই ভালো চলচিত্রে গুরুত্ব বেরে যাবেনিজের স্হান টা পাকাপোক্ত হবেদর্শক প্রিয়তা বেরে যাবে,0,Not Hateful,BD_SHS,None,Non-hateful
আগের একটা ভিডিওতে দেখসিলাম চেগাই হাঁটে মনে হয় রক্তপাত অবস্থা খেলছে,2,Implicit Hateful,BanglaSarc3,Sarcasm,None
আবার নতুন করে বিয়ে করে নিলে হয়ে যাবে,0,Not Hateful,BD_SHS,None,Non-hateful
ওই পিতা মায়ের সারা জীবনের জীবনসঙ্গী সুখেদুঃখে মায়ের হাত ধরে সাথে ছিলো কত ভালোবাসা ছিলো তাই ওই বয়স্ক পিতা মাতা কে ভালোবেসে একটু মিষ্টি খাইয়েছেন এটা অপরাধ কি অপরাধ নয় সেটা ছেলে ঠিক করার কে,0,Not Hateful,BD_SHS,None,Non-hateful
তো ডিয়ার তোমার ব্রা সাইজ কত আমাকে জানাইয়ো,1,Explicit Hateful,BD_SHS,None,Offensive
সুন্দর তথ্য ও উদাহরণ দিয়ে আমাকে সহযোগিতা করায় স্যারকে ধন্যবাদ।,0,Not Hateful,BD_SHS,None,Non-hateful
এই সালাকে জবাই করার দরকার,1,Explicit Hateful,BD_SHS,None,Hate
গোটা চ্যানেল টাকে গালি শুনানুর জন্য কত গোলা জাজ বানাইছে আবাল।,1,Explicit Hateful,BD_SHS,None,Abusive
লুচ্চার মুখে তদন্ত করতে হবে ওর লিঙ্গ টাকে তদন্ত করলে সবকিছু বের হয়ে যাবে,1,Explicit Hateful,BD_SHS,None,Offensive
বলে হয়তো তুমি সেই সময় গভীর ঘুমে থাকো না হয় পাপ কাজে লিপ্ত থাকো তোমার রব তো প্রতিদিনই তোমাকে কাছে ডাকেন তার কাছে কাছে আসার গল্প শুনাবে বলে,0,Not Hateful,BenSarc,None,Non-hateful
সাহেদ আলম সাহেব ঝগড়া না করে এভাবে ভিডিও করবেন �����,0,Not Hateful,BD_SHS,None,Non-hateful
একজন বঙ্গবন্ধু থাকলে মনবন্ধু লাগে না।,0,Not Hateful,BenSarc,None,Non-hateful
তুমি এভাবে তাকালে আমি ক্যাবলা না হয়ে কোথায় যায় বলো !,2,Implicit Hateful,BenSarc,Sarcasm,None
আচুদার ঘরের আচুদা তোদের মতো আচুদা এখনো বাংলাদেশে আছে বোকাচুদার বাচ্চারা আমার বালের ভিডিও বানাইছস,1,Explicit Hateful,BD_SHS,None,Abusive
সালা ভন্ড তাহেরি,1,Explicit Hateful,BD_SHS,None,Abusive
সংকট পড়া খুবই স্বাভাবিক । এক বছর আগেও যা ছিলো আজও তাই ।,0,Not Hateful,BenSarc,None,Non-hateful
আমি জমজ সন্তান কামনা করলাম । হল না । আর এ মহিলার একসাথে নয় সন্তান ।,2,Implicit Hateful,BenSarc,Irony,None
ফকিন্নির পুত জাফুইরগা,1,Explicit Hateful,BD_SHS,None,Abusive
যাকে ভালোবাসি তাকে পটাতে পারি না যে আমাকে ভালোবাসে সে আমাকে পটাতে পারে না এভাবেই চলছে জীবন,2,Implicit Hateful,BanglaSarc3,Sarcasm,None
ওই সালা ভন্ডামি পীর দের মুখোস খুলে দিয়েছেন আললাহ আপনাকে ভালো করুক আললাহ ছারা কারো কাছে মাথা নত করা যাবেনা,1,Explicit Hateful,BD_SHS,None,Offensive
রুবেল ১নং বাইনচোদ,1,Explicit Hateful,BD_SHS,None,Offensive
এগুলার সরম লজ্জা কিছুই নাই আর থাকবে কি করে যেই চেহারা কুত্তায় দেয়না পাহারা এরা ফিল্ম ইন্ডাষ্ট্রিতে আসে পরিচালকের সাথে রাত কাটিয়ে তাহলে সরম থাকেনি একশ টা কুত্তা দিয়া চুদানোর দরকার মাগিরে,1,Explicit Hateful,BD_SHS,None,Abusive
জ্বিন এর বাদশা সবাই পালা ।,2,Implicit Hateful,BenSarc,Sarcasm,None
নিজের বিরুদ্ধে অভিযোগ নিজেই তদন্ত কররে।নিজেই বিচার করবে,0,Not Hateful,BD_SHS,None,Non-hateful
ওই মাদারচোদ ডিসিকে বাজারের মধ্যে নেংটা করে পিটানো দরকার এবং ওই নারীর এখানে কোনো দোষ দেওয়া যাবেনা কারণ ওই নারী ডিসির অধিনে একজন কর্মচারী তাই ওই নারী ডিসির বিরুদ্ধে অভিযোগ করেও টিকতে পারবেনা আমাদের সমাজে একজন নারী নিরাপত্তা কতো টুকু হয়তো ওই নারী ডিসির বিরুদ্ধে অভিযোগ করলে হয়রানির শিকার হতো তাই হয়তো ওই নারী ডিসির বিরুদ্ধে অভিযোগ করার সাহস করেননি ওই নারীকে নিয়ে টানাটানি না করে ওই মাদারচোদ ডিসিকে বাজারের মধ্যে নেংটা করে পিটানো উচিত একজন নারীকে যদি প্রতিদিন একটা ধর্ষক কুত্তা যৌন হয়রানি করেন তাহলে একজন নারীর পক্ষে কতক্ষণ টিকে থাকা সম্ভব তাও আবার ধর্ষক ডিসি তার অধিনে চাকরি করে ওই নারী ওই নারীতো ডিসিকে যৌন হয়রানি করিনি প্রতিদিন যদি ওই কুত্তার বাচ্চা ডিসি ওই নারীকে উত্ত্যক্ত করতে থাকে ওই নারীর পক্ষে কি বা করার আছে ওই নারী অভিযোগ করবে কার কাছে ওই নারী যদি মাদারচোদ ডিসির বিরুদ্ধে অভিযোগ করতো তাহলে হয়তো ওই নারীর পক্ষে টিকে থাকা সম্ভব হতোনা তাই হয়তো ওই নারী ডিসির বিরুদ্ধে অভিযোগ করেননি তাই একজন নারীর দোষ খোজার আগে পর্দার আড়ালে ওই নারীকে কিভাবে ভয়ভীতি প্রদর্শন করে যৌন লালসার শিকার বানিয়েছেন সেগুলো আগে খুজে বের করা দরকার বাংলাদেশে ওই মাদারচোদ ডিসির মতো আরো অনেকে আছেন যারা প্রতিনিয়ত এমন হাজার হাজার নারীর সর্বনাশ করিতেছে যাহা আমরা জানি না তাই এই ডিসির বিরুদ্ধে কঠোর শাস্তি ব্যবস্হা করা হোক,1,Explicit Hateful,BD_SHS,None,Offensive
জয় বাংলা এগিয়ে চলুক উন্নয়নের গতি ইনশাআল্লাহ ।,0,Not Hateful,BenSarc,None,Non-hateful
দাদাদেখে চোখের পানি আর ধরে রাখতে পারিনাইআমি ব্যত্তিগত ভাবে চাই এই ধরনের আচারনের জন্য কঠর শাস্তি হোক এই সন্তান নামের নরপশুর,0,Not Hateful,BD_SHS,None,Non-hateful
কিস্তিতে মানুষ ভাড়া করে হলেও এদের ইচ্ছামতো পেটানো দরকার,2,Implicit Hateful,BenSarc,Sarcasm,None
"মঙ্গল গ্রহে যেখানে দাও দাও করে আগুন জলে,সেখানে তোমাকে পাঠিয়ে দেয়া হোক।",2,Implicit Hateful,BenSarc,Sarcasm,None
এরকম নারীর ভোদায় আল্লাহ যেন ঠাডা ফেলে। যদিও এটা একটা অভিনয় কিন্তু যারা বাস্তবে করবে তাদের ক্ষেত্রে। ঠাডা ঠাডা ঠাডা। বর্জ্যপাত,1,Explicit Hateful,BD_SHS,None,Offensive
পতিতা নারী বাধীরা কি এখন ঘুমাচ্ছে কোথায় আজ সুলতানা কামাল রা খুশি কবীর রা মুরগী শাহরিয়ার রা,1,Explicit Hateful,BD_SHS,None,Abusive
এতো বুদ্ধি নিয়ে রাতে ঘুমান কি করে ?,2,Implicit Hateful,BenSarc,Sarcasm,None
নানু মাদার চুদ পাপন বেনচুদ,1,Explicit Hateful,BD_SHS,None,Abusive
এ হলো ছদ্মবেশি বহুরুপী কাল নাগ সাপ,1,Explicit Hateful,BD_SHS,None,Abusive
ক্রিকেটারদের আগে জনগনের কাছে চলে আসছে তুমি শালাবাবু চোর। তুমি এবং তোমার ছেলা পেলার পদত্যাগই বিসিবির উন্নতি। বাংলাদেশ ক্রিকেটের উন্নতি।,1,Explicit Hateful,BD_SHS,None,Hate
নাইন ভাই মুশিকে একটু ডানো খাওয়ালে ম্যাচিউরিটি এসে যাবে,2,Implicit Hateful,BenSarc,Humor,None
এগুলা কেমন ক্যামেরা ? সাইডে ব্লার পরছে কেন ? তোমারে বড়লোক ভাবতাম এর থেকে জাপানি ক্যামেরা গুলোর ব্লার সেন্স বেটার।,2,Implicit Hateful,BenSarc,Sarcasm,None
তোমাকে জ্বালানোর জন্যই তো পোস্টটা দিছি বাসায় বসেও পোড়া পোড়া গন্ধ পাচ্ছি,2,Implicit Hateful,BenSarc,Sarcasm,None
চোদানির বাড়ি কই খুন করতে হবে,1,Explicit Hateful,BD_SHS,None,Offensive
কুতা রানু দি,1,Explicit Hateful,BD_SHS,None,Abusive
শিক্ষা প্রতিষ্ঠানের আত্মার মাগফিরাত কামনা করছি ।,2,Implicit Hateful,BenSarc,Sarcasm,None
কিরে তর অপু কই খানকির পোলা,1,Explicit Hateful,BD_SHS,None,Abusive
জারজ দেশ ভারতের এটাই শেষ পরিণতি,1,Explicit Hateful,BD_SHS,None,Abusive
ভৌগলিক অবস্থান রাঙামাটিতে হলেও যাতায়াতের সহজ পথ খাগড়াছড়ি,0,Not Hateful,BenSarc,None,Non-hateful
ওরে জবাই করে কুত্তারে খাউয়ানো উচিত,1,Explicit Hateful,BD_SHS,None,Offensive
বরাবরের মত আমরা শুধু জিম্বাবুয়েকেই পাই খেলে দিতে মনে হচ্ছে জিম্বাবুয়েই আমাদের জন্য বড় দল তাই যদি হয়ে থাকে তাহলে ছোট দলের সাথে বেশি ম্যাচ খেলানো হোক এটা আপনার ষাঁড় পাপন্দার প্রতি জোরালো আবেদন ।,2,Implicit Hateful,BenSarc,Sarcasm,None
ম্যাক্সি টা খুব সুন্দর,0,Not Hateful,BenSarc,None,Non-hateful
এই দেশেতে মুসলমান রক্ত দিয়ে স্বাধীন করেছে,0,Not Hateful,BD_SHS,None,Non-hateful
আর কতো । একবার বলে ব্রাক একবার বলে আইইউবিএটি এবার বলছে নর্থ সাউথ । আমরা দ্বিধা দ্বন্দ্বে ভুগি কোথায় ভর্তি হবো কোনটা ভালো হবে?,0,Not Hateful,BenSarc,None,Non-hateful
তোমার কথা বলার ভাষা ও ঔদ্ধত্য আচরণ ঠিক হয়নি ।,0,Not Hateful,BenSarc,None,Non-hateful
লুচা মাদার চোদ,1,Explicit Hateful,BD_SHS,None,Abusive
এই পোস্ট পড়ার পর নিজের আঠাশ টা ওপ্পাকে বিয়ে করার স্বপ্ন দেখে ফেলা আমি,2,Implicit Hateful,BenSarc,Sarcasm,None
আপনার পোস্ট দেখে রমজান মাসে বাথরুমে যাইতে হলো গিটার বাজানোর জন্য,2,Implicit Hateful,BenSarc,Humor,None
মামু আমার রাইট হ্যান্ড সাইড কিডনি টা বিক্রি করি তারপর দুজনে মিলে দুই কিছু খাব নে,2,Implicit Hateful,BenSarc,Sarcasm,None
তোর গলার আওয়াজ শুনে তোকে চুদতেও ইচ্ছা করে না ॥ এসব খবর কোথায় পাস পোঁদে,1,Explicit Hateful,BD_SHS,None,Offensive
আইডি বন্ধ করলে এইটা পোস্ট করছেন কেমনে ?বলদ পাইসেন আমাগোরে?,2,Implicit Hateful,BenSarc,Sarcasm,None
তুর ছেলেমেয়ে বড় হলে তুকেও এই পাপের শাস্তি দিবেবেয়াদব কোথাকার,0,Not Hateful,BD_SHS,None,Abusive
বালের বিচারক সব টি মাদারচুদ কাছে পাইলে জুতা দিয়া পিটাইয়া কপালের চেরা তুইলা ফালাইতাম অভিনেত্রী মম মাগির বাচ্চা,1,Explicit Hateful,BD_SHS,None,Offensive
মনে হয় ভালোই টাকা পয়সা পায় সরকারের কাছ থেকে।,0,Not Hateful,BenSarc,None,Non-hateful
কুত্তার বাচ্চাকে দুনিয়া থেকে তুলা দরকার,1,Explicit Hateful,BD_SHS,None,Abusive
সালা বুইড়া মিথ্যা বাদি তুই বুজি বিয়ে চাড়া আচত,1,Explicit Hateful,BD_SHS,None,Abusive
ভালো লাগছে ভাই তবে আরো বেসি করা লাগদো রোষ্ট টা সব থেকে বেশি ভালো লাগছে মমোর রোষ্ট টা এয়া বড় বড় বড়��,0,Not Hateful,BD_SHS,None,Non-hateful
সরকারের চোখে এগুলো পড়ে না টাকা দিয়ে চোখ বন্ধ করলেই কি দেখা যাই হিন্দু ধর্মের নামে কিছু যদি বলে তাহলে সরকার চুপ করে থাকে না নুরানি দাড়ি ওয়ালা ও মাথায় সুনাতি টুপি ওয়ালা ভাইদের থরে সিবির বলে চালাই দেবে,0,Not Hateful,BD_SHS,None,Non-hateful
ছক্কা মারলো আকাশে এনগিডির লুঙ্গি উড়ে বাতাসে ।,2,Implicit Hateful,BenSarc,Humor,None
আমার মনে হয় জলু কাকুর গালাগালি খেয়ে খেয়ে অভ্যাস হয়ে গেছে তাই জলু কাকু ইচ্ছে করে এমন ক্যাপশন দেয় আর যত ঝামেলা ফুলসজ্জার রাতেই ঘটায় । দিয়ে বসে বসে খিস্তি খায়।,2,Implicit Hateful,BenSarc,Sarcasm,None
তুইতো মাগী সৌদি আরবের খাদ্দামা,1,Explicit Hateful,BD_SHS,None,Offensive
মাগী বেহুঁশের অভিনয় চুদাইছে!!! জামালপুরের কি কোন পুরুষ নাই থাকলে এ জানোয়ার এখনো বুক ফুলিয়ে চলাফেরা করে কিভাবে! ওরে গনধুলাই দে,1,Explicit Hateful,BD_SHS,None,Offensive
এক রাতে কত টাকা লাগবে জানাও,1,Explicit Hateful,BD_SHS,none,offensive 
এই খানকির পোলারে কি বলবো আর,1,Explicit Hateful,BD_SHS,none,offensive 
ভালো মানুষের নামে অপপ্রচার হাইরে মানুষ আর কত নিকৃষ্ট হবে,0,Not Hateful,BD_SHS,none,non hateful 
এইটা একটা আজাইরা অভিযোগ। এইরকম কিছু হলে পাপনের থাকবে না,0,Not Hateful,BD_SHS,none,non hateful 
সালার শাকিব পাগলের গোষ্টি শাকিব সালায় হলো পাগল আর ওর ছবি যারা দেখে তারাও পাগল,1,Explicit Hateful,BD_SHS,none,offensive 
আরে জলু এসব ছাড়ো ওদিকে মটু পাতলু ফ্যানরা পপুলার চয়েজে ওদের একটা এয়্যার্ডও দিতে পারে নি তাই ওরা এবার পথে নেমে আন্দোলন করবে মনে হয়,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
তোর উপর আল্লাহর লা নোত হোক ।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
আমার কিছু বলার নেই কলকাতায় থাকি এমন ঘটনা এখানেও হচ্ছে আজকাল বর্তমান যুব সমাজ সংকটের পথে ঘেন্না করি এমন মানসিকতাকে,0,Not Hateful,BD_SHS,none,non hateful 
কিন্তু দুঃখজনক হলেও সত্যি যে রোজার মাস বলে গালিগুলা দিতে পারলাম না । বাকির খাতায় লিখে রাখলাম !,2,Implicit Hateful,BenSarc,humor,non hateful 
কি কমু হাসতে হাসতে পেট বেথা হলো,0,Not Hateful,BD_SHS,none,non hateful 
"আইজ অনেকদিন পর মনডা কাইন্দা ওডছে। লোকডা সারা জীবন শুধু মোদের দিয়েই গ্যাছে, তার বিনিময়ে মোরা তাকে দিছি রক্তাক্ত ৭ই মার্চের পাঞ্জাবী! বহুদিন যাবত বড় লজ্জায় আছি, শোকে আছি কষ্টে আছি।",0,Not Hateful,BIDWESH,none,non hateful 
ভারতের মানুষ বলে কথা,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
তুমি নারী নামের কলঙ্ক,0,Not Hateful,BD_SHS,none,non hateful 
আসলে আপনার জরমের দোষ,0,Not Hateful,BD_SHS,none,non hateful 
মায়ানমার ভারত দুইটা আমাদের পাশাপাশি শত্রু হতে পারে তাই সাথে ভারতের দূরত্ব এটা সাথে জানাতে পারেন,0,Not Hateful,BenSarc,none,non hateful 
আমি এখানে বাংলাদেশের জার্সি পরা একজন বাবাখোর দেখতে পাচ্ছি।,0,Not Hateful,BD_SHS,none ,non hateful 
সালাকে জুতা মারা হোক,1,Explicit Hateful,BD_SHS,none,abusive 
আপনাকে চিনে না এমন মানুষও বাংলাদেশে আছে !!!,0,Not Hateful,BD_SHS,none,non hateful 
ওদের রাগ হাতুরা কেন তাদের বাপ ম্যাছরাফি কে টিটুয়ান্টি থেকে বের করে দিলো !,0,Not Hateful,BenSarc,none,non hateful 
বাবু কে ডাউনলোড করতে শাশুড়ী মা ভুলে গেছে,2,Implicit Hateful,BanglaSarc3,humor,non hateful 
সালা ভন্ড তাই ভন্টদের পককে,1,Explicit Hateful,BD_SHS,none,abusive 
মোবাইল এ নোটিফিকেশন দেখে লেপটপ দিয়ে ডুকলাম সময় নিয়ে দেখতে হবে তো �,0,Not Hateful,BD_SHS,none,non hateful 
পা ধরে তোর হোগা ফাড়বো শালা,1,Explicit Hateful,BD_SHS,none,abusive 
রাজশাহী সাপোর্টাররা আমায় সাব করুন ���,0,Not Hateful,BD_SHS,none,non hateful 
বাই আমি এই ভিডিওটা অনেক বার দেখিচি আমার মতে এই মেয়েটার কারনে রিফাত খুন হয়েচে কারন মেয়েটা জদি প্রথমে চলে গেলে আর এমনটা হতোনা বাই আমি প্রথমে মেয়েটার বিচার চাই,0,Not Hateful,BD_SHS,none,non hateful 
মিজানুর রহমান আজহারী সাহেবের কি অর্থের অভাব পড়েছে যে ফাইভারে একাউন্ট খুলে বসেছে,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
জাতী ধর্ম নিয়ে রাজনীতি বন্ধ হোকমানুষের উন্নতি ও দেশের উন্নয়ন করা হোক যেখানে যেখানে বিতর্ক হবে সেটা দেশের জন্য ববহার করতে পারেন এমন কোনো আইন প্রনয়ন হোক,0,Not Hateful,BD_SHS,none,non hateful 
বলি কি প্রতি দিন একটু একটু করে না খুলে পুরা খুলে পিক দিতা ছেলে গুলার জন্য ভালো হত । খুলে ফেমাস না হয়ে আটকিয়ে ফেমাস হও পুরাই মাগি একটা । অবশ্য খুলে না দিলে তো লাইক কমেন্ট আসবে না কিবা করবেন ফালতু ।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
চুদির পুত তরে পাইলে ছুতু ওয়াস করতাম,1,Explicit Hateful,BD_SHS,none,abusive
মুহাম্মদের ফাঁসি চাই,0,Not Hateful,BD_SHS,none,non hateful 
আশ্চর্য আপনি কিভাবে এমন পতিতাককে মডেল বলেন।,1,Explicit Hateful,BD_SHS,none,offensive 
"ইবাদতের মাধ্যমে আল্লাহর সন্তুষ্টি কাম্য, হতাশা কোনো মুমিনের জন্য গ্রহণযোগ্য নয়, কারণ তা জীবনের আনন্দ থেকে দূরে সরিয়ে দেয়।",0,Not Hateful,ALERT,none,non hateful 
এশিয়ার সেরা নায়ক সাকিব,0,Not Hateful,BIDWESH,none,non hateful 
আর কি শোনাব,0,Not Hateful,BD_SHS,none,non hateful 
আর এখনকার সাংবাদিকরা তো তেল দিয়েই কুল পায়না,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
জুলকারনাইন সায়ের একজন শিবির কর্মী আল জাজিরা তে কাজ করেন কট্টরপন্থী ভারতবিরোধী রাজনৈতিক মতাদর্শের লোক,2,Implicit Hateful,BanglaSarc3,irony,non hateful 
এগুলো দেখে যুগসমাজ আজ ভিপিএন বদ্ধ ।,0,Not Hateful,BenSarc,none,non hateful 
আমার পরিকে নিয়ে আপসোস নাই । আপসোস সেই সব মোবাইল সাংবাদিক নিয়ে যারা এই সব ফালতু নিউজ করতে পরির গা ঘেষে বসে আছে । ইতি ইউরোপ স্টাইলে ফুন মারিবু সৌদি স্টাইলে বিচার চাইবু,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
তোর জাতের ভোদা,1,Explicit Hateful,BD_SHS,none,offensive 
এই কুলাংগার অমানুষটার দৃষ্টান্তমুলক শাস্তির দাবি জানাই বাংলাদেশ সরকারের কাছে ।,0,Not Hateful,BenSarc,none,non hateful 
পৃথিবীর সকল ধর্মেই আছে সৃষ্টিকর্তার পরেই বাবা মা,0,Not Hateful,BD_SHS,none,non hateful 
বাঙ্গালী ললনাদের শুভ দৃষ্টি আকর্ষন করছি । বিল গেটস সিঙ্গেল ।,2,Implicit Hateful,BenSarc,humor,non hateful 
হ্যা আমি একমত,0,Not Hateful,BD_SHS,none,non hateful 
ওমা ওমা ওমা এইটা আমি কি দেখলাম,0,Not Hateful,BD_SHS,none,non hateful 
এই শালি ভিখারি দের কিছূ টাকা হলে এই রকম ই হয়,1,Explicit Hateful,BD_SHS,none,offensive 
কড়া বৃষ্টি হওয়া উচিত,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
উনার সাথে বৈষম্যমূলক আচরণ করার জন্য আমরা আজকে হরতাল ডাকতে চাই,0,Not Hateful,BenSarc,none,non hateful 
উনি এখন পুরো দেশের টক অব দ্যা টাউন । উনাকে নিয়ে পুরো দেশ মাতামাতি করছে আর উনি নিজ গৃহে যোগ ব্যায়াম নিয়ে রিলেক্স টাইম কাটাচ্ছে । হুজুগে বাঙ্গালী,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
মাদারী কে কাছে পেলে মেরে ফেলতাম বাইন চোত খুবই কষ্ট লাগছে,1,Explicit Hateful,BD_SHS,none,abusive 
নওগা তে দিবেন ? হোম ডেলিভারিতে,0,Not Hateful,BenSarc,none,non hateful 
অন্যান্য যে কোন বিশ্বকাপের চেয়ে সাকিবের এবারের বিশ্বকাপ পারফরমেন্স সবচেয়ে ভালো হয়েছে । তবে পরিণত সাকিবের কাছে আরো বেশি প্রত্যাশা ছিল ।,0,Not Hateful,BenSarc,none,non hateful 
দিল্লি গেইট এর নাম কখন যে মুজিব গেইট হয়ে যাবে টের ও পাবে না স্যার এরা,2,Implicit Hateful,BanglaSarc3,irony,non hateful 
এই বিরুদ্ধে ব্যবস্থা করা দরকার একে ফাসি চাই,0,Not Hateful,BD_SHS,none,non hateful 
কোন হট আন্টিরা চৌদা খাইতে চাইলে ইমুতে আসো,1,Explicit Hateful,BD_SHS,none,offensive 
শিক্ষাজীবনেই প্রেজেন্টেশনের সাথে অভ্যস্ত হও।,0,Not Hateful,BenSarc,none,non hateful 
সালাকে দেখতেই খপিসের মত লাগে ।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
তুমার গুদের গভিরতা কত বলে দিও,1,Explicit Hateful,BD_SHS,none,offensive 
হায়রে অভাগা বৃদ্ধ বাবা মাএরা সন্তান নাকি জানোয়ার,1,Explicit Hateful,BD_SHS,none,abusive 
খুলে চেটে দেখুন কেমন লাগে,2,Implicit Hateful,BanglaSarc3,sarcasm ,non hateful 
সময় টিভি ডায়মন্ড বাটন পেয়েছে বিধায় আপনাদের ও লোভ হচ্ছে বুঝতে পেরেছি । এইজন্যই সময় টিভির নিউজ কপি করা ধরেছেন ।,0,Not Hateful,BenSarc,none,non hateful 
উনাকে ডালব করতে প্রথম আলোর একজন সাংবাদিকা কে দেওয়া হোক,2,Implicit Hateful,BenSarc,humor,non hateful 
সালার হাত কাটা হোক,1,Explicit Hateful,BD_SHS,none,abusive 
হোগা মাইরা দেশ চালায়,1,Explicit Hateful,BD_SHS,none,offensive 
বিসিবির নতুন কমিটি চাই পাপন আকরাম নান্নু বাশার সুজন এদের পদত্যাগ চাই। পাপন মাদারচোদ খানকির পোলা। ওই মাগির পোলা তুই কিছু জানোস না তাহলে এর আগে তুই সংবাদ সম্মেলনে কেমনে বললি যে ফিক্সিং এর নিউজ শীঘ্রই আসছে কারো নামে। তুই যে নাটের গুরু তা সবাই বুজে গেছে।,1,Explicit Hateful,BD_SHS,none,abusive 
তারপর হিরোর সাথে বিয়ে হবে তারপর খেলা বন্ধ স্বপ্ন ভঙ্গ তারপর তার মেয়ে হবে সে স্বপ্ন পূরণ করবে ধুম তা না নানা এই তো সব সিরিয়াল।,2,Implicit Hateful,BenSarc,sarcasm ,non hateful 
